date,item_id,store_id,item_count
2020-03-29,72,3,2
2020-01-23,97,1,1
2021-09-07,39,3,1
2021-08-01,72,2,1
2020-06-05,97,5,1
2020-10-15,86,2,2
2020-06-07,88,4,1
2020-06-05,76,5,2
2020-04-04,36,4,2
2020-10-09,11,2,1
2020-05-13,47,2,3
2020-05-06,92,2,1
2021-02-10,21,2,2
2021-07-20,15,5,1
2020-11-04,52,1,1
2021-07-28,90,3,3
2020-07-28,91,1,1
2020-06-27,25,4,1
2020-06-09,63,3,2
2020-06-04,49,1,4
2020-12-07,61,1,1
2020-05-20,51,3,2
2020-11-13,29,1,1
2020-01-19,78,3,1
2020-07-12,94,3,1
2021-10-04,74,3,2
2020-02-24,50,5,1
2020-11-08,88,3,1
2020-11-23,67,3,2
2020-09-20,96,3,4
2021-04-13,55,2,1
2021-11-03,19,5,3
2020-10-11,2,1,2
2021-06-06,2,3,1
2020-09-12,98,5,1
2020-12-29,74,3,3
2020-05-07,81,1,1
2020-08-24,73,3,1
2020-04-18,37,3,2
2020-05-07,100,1,1
2020-01-17,76,5,1
2021-02-04,92,2,1
2020-05-09,65,3,1
2021-01-05,21,3,1
2020-07-05,99,2,1
2020-03-09,36,4,1
2020-08-31,62,3,1
2021-03-25,73,1,1
2020-03-01,42,1,1
2020-05-10,44,3,1
2021-06-07,44,3,3
2021-05-11,62,3,2
2021-04-10,15,3,4
2021-06-21,10,1,1
2020-05-16,72,2,1
2021-04-21,94,4,2
2021-09-06,31,3,1
2020-06-19,55,4,1
2021-01-31,16,5,2
2021-03-25,42,2,1
2020-05-20,96,3,1
2021-04-21,57,4,4
2020-09-22,84,5,2
2021-11-19,14,2,1
2020-10-19,65,5,4
2021-08-07,88,4,1
2020-03-01,70,3,3
2020-08-13,52,4,1
2021-05-07,98,1,1
2021-05-31,47,1,1
2021-07-26,35,2,1
2020-05-24,32,3,1
2020-03-29,14,5,1
2021-09-08,92,5,3
2020-11-27,79,1,1
2020-08-13,79,3,2
2020-02-06,77,4,1
2021-08-15,45,5,3
2020-11-18,98,3,3
2021-07-24,13,3,1
2021-11-30,45,2,1
2021-06-07,96,5,2
2020-12-25,60,5,2
2020-11-21,71,2,1
2021-04-28,91,1,2
2021-12-05,82,2,4
2021-11-06,52,5,1
2020-01-29,6,3,1
2021-06-21,98,5,3
2020-04-08,39,5,2
2021-01-16,92,5,3
2020-03-24,57,5,4
2020-09-13,38,2,1
2021-05-06,72,4,1
2021-10-18,8,3,2
2021-07-11,94,1,2
2021-06-04,60,5,1
2020-12-09,64,5,1
2020-12-03,95,3,2
2021-07-06,46,4,2
2020-08-29,2,1,1
2021-08-11,22,2,4
2020-05-22,44,1,4
2020-07-26,58,2,1
2020-01-14,12,4,1
2021-09-22,32,3,1
2021-12-23,96,1,1
2021-12-14,61,5,1
2020-07-25,76,1,3
2020-06-07,24,4,2
2020-05-31,51,1,1
2020-04-26,100,2,1
2020-10-21,58,5,1
2020-08-24,21,1,1
2021-06-03,94,2,1
2020-11-29,37,5,1
2021-07-06,60,5,1
2020-05-24,28,2,3
2020-09-17,40,4,1
2020-10-27,31,3,3
2021-09-21,74,5,1
2020-12-26,20,3,3
2020-11-08,84,4,1
2021-09-11,20,2,4
2021-05-25,26,5,2
2020-02-04,59,5,1
2021-11-21,20,5,1
2020-09-07,98,1,2
2020-06-26,38,4,1
2021-09-29,80,2,1
2021-01-09,85,1,2
2021-10-30,5,2,2
2021-02-17,17,2,3
2021-08-10,89,4,2
2021-10-15,69,1,1
2020-08-07,64,1,3
2021-08-07,31,1,1
2021-09-01,4,3,2
2020-10-05,75,1,1
2021-03-30,15,1,1
2021-12-11,19,4,1
2021-02-20,35,4,1
2020-08-08,12,5,1
2020-10-19,100,3,2
2020-01-21,80,5,3
2021-12-15,68,5,1
2020-11-29,52,3,3
2020-05-23,30,2,1
2021-08-11,89,3,1
2020-04-17,13,1,1
2020-03-24,7,1,1
2020-08-07,9,2,1
2020-02-18,37,4,1
2021-03-14,47,1,2
2020-08-13,21,1,1
2021-10-16,71,3,1
2021-03-16,2,3,1
2021-10-19,39,1,2
2020-10-06,19,4,2
2021-09-12,97,4,1
2021-10-09,70,1,2
2021-05-31,32,5,1
2021-12-12,44,5,1
2021-12-27,81,3,2
2020-04-25,44,2,4
2021-03-21,55,4,1
2021-10-17,23,4,4
2021-05-23,97,2,1
2020-12-26,91,1,1
2020-06-28,26,4,3
2020-04-10,12,1,1
2021-06-09,21,3,1
2020-05-09,78,4,1
2020-08-25,3,3,1
2020-01-25,98,5,1
2021-06-20,45,4,2
2020-05-07,13,4,1
2020-02-29,31,3,1
2020-12-10,11,2,1
2020-02-25,87,3,1
2020-05-28,62,3,1
2021-02-03,4,4,4
2020-08-08,38,2,1
2021-09-19,99,3,1
2021-06-09,86,5,1
2021-01-20,21,5,2
2020-01-13,85,5,2
2020-06-21,81,3,1
2021-01-29,52,5,1
2020-08-14,52,5,1
2021-02-28,60,5,1
2020-08-29,60,5,2
2021-12-26,79,1,1
2020-06-21,32,4,1
2020-04-10,72,1,2
2021-01-19,24,3,1
2020-08-19,100,3,4
2021-06-23,58,5,1
2020-12-17,10,4,3
2020-11-24,50,3,1
2021-01-16,41,1,1
2020-05-28,91,2,2
2020-08-13,15,1,3
2020-07-01,59,4,1
2020-06-20,46,1,2
2021-10-08,96,3,1
2021-04-10,85,4,2
2021-08-29,23,4,2
2021-12-03,23,5,1
2020-05-07,8,2,1
2021-08-06,5,3,4
2020-04-13,64,2,2
2021-04-17,46,3,1
2021-03-12,75,3,2
2020-04-10,4,4,2
2020-08-14,85,5,1
2020-01-20,71,4,1
2021-05-29,80,2,1
2021-06-19,82,3,1
2020-02-29,63,3,1
2021-12-04,45,4,1
2020-04-22,18,4,1
2021-02-02,78,4,1
2020-05-17,77,3,1
2020-02-18,64,5,2
2021-08-24,39,2,3
2020-11-08,41,4,1
2021-10-25,85,4,1
2020-12-07,35,4,2
2021-08-04,45,4,1
2021-03-16,50,1,2
2020-05-27,48,5,1
2021-12-30,49,3,1
2021-03-20,50,5,1
2021-05-04,86,1,1
2021-07-26,28,2,1
2021-06-12,70,2,1
2020-04-21,74,2,3
2020-03-26,40,4,1
2021-09-02,63,1,1
2020-06-02,86,5,2
2021-01-15,58,4,2
2020-09-10,44,1,1
2020-08-14,52,1,1
2020-11-02,12,2,1
2020-06-12,72,1,1
2021-07-07,70,4,1
2021-01-21,27,2,1
2021-04-30,1,5,2
2021-11-18,4,3,3
2020-06-10,95,3,1
2021-06-20,68,1,2
2021-10-27,5,3,1
2021-04-21,50,3,2
2021-01-11,47,4,1
2021-12-25,86,3,3
2020-10-03,90,1,1
2020-11-02,58,3,2
2020-10-15,16,2,1
2020-09-04,39,1,2
2020-05-22,99,1,1
2021-04-04,9,3,1
2020-07-25,97,3,1
2021-03-18,46,4,1
2021-12-02,30,3,1
2020-10-07,14,2,4
2020-10-10,71,1,1
2021-01-09,19,4,1
2021-04-09,64,1,1
2021-12-08,92,2,2
2021-09-13,55,5,2
2021-03-07,35,3,4
2021-10-22,20,5,1
2020-03-05,87,4,3
2021-08-27,21,3,1
2020-12-13,22,4,1
2020-06-10,1,1,1
2021-07-26,90,3,1
2021-01-14,57,5,1
2021-02-27,48,5,1
2020-02-18,62,3,2
2021-08-24,49,2,1
2021-01-16,88,5,1
2021-06-12,51,3,1
2020-02-10,64,3,1
2021-07-10,19,4,3
2020-04-18,33,5,2
2021-03-06,47,4,2
2020-11-19,36,2,1
2020-04-22,15,1,3
2021-01-11,3,4,2
2020-12-15,81,1,1
2021-02-22,55,5,1
2020-12-22,49,1,2
2021-05-19,21,3,1
2021-09-02,73,5,3
2020-01-30,98,3,1
2020-03-03,75,2,1
2021-10-29,68,5,3
2021-10-30,18,4,1
2021-01-29,38,5,1
2021-11-18,76,1,1
2021-09-16,69,3,1
2021-07-10,27,3,1
2020-08-21,6,3,1
2020-09-01,37,2,1
2021-09-29,96,4,4
2021-11-04,53,3,2
2020-04-18,85,4,1
2021-05-13,63,5,1
2020-04-13,24,2,1
2021-06-03,17,5,1
2021-10-20,91,5,1
2021-11-15,21,3,1
2020-01-20,12,1,3
2020-08-15,33,3,1
2021-12-31,51,4,2
2020-06-11,73,4,1
2020-05-26,67,3,1
2021-05-08,80,2,1
2020-12-14,67,2,1
2020-04-22,30,3,2
2020-01-25,15,5,1
2020-07-12,23,1,2
2020-12-23,72,3,2
2020-03-06,34,2,1
2020-12-23,66,2,1
2020-04-20,34,3,2
2021-09-23,27,5,1
2021-06-16,19,1,2
2020-03-14,72,4,2
2020-01-14,53,4,1
2020-01-12,78,2,1
2021-12-16,57,1,1
2021-01-24,64,5,3
2021-09-24,19,1,2
2020-05-20,70,4,2
2020-06-23,21,3,2
2021-08-28,84,3,2
2020-10-19,48,4,3
2020-12-20,18,3,1
2021-06-11,38,3,2
2020-06-21,9,4,2
2021-03-13,21,4,1
2021-06-08,54,2,1
2020-02-22,13,5,3
2021-02-01,25,3,1
2020-07-06,65,4,1
2021-11-17,92,2,3
2021-05-16,59,1,1
2020-05-13,96,5,1
2021-12-20,100,5,4
2021-05-18,86,3,1
2020-06-05,28,5,2
2021-01-27,56,4,1
2020-10-04,59,2,1
2020-10-27,77,5,1
2020-03-08,28,3,1
2020-04-11,60,1,3
2020-01-05,75,1,4
2020-01-15,21,5,2
2020-10-28,94,3,1
2020-04-02,33,1,4
2020-11-28,95,4,2
2021-11-11,99,4,4
2020-11-27,89,2,1
2020-11-06,82,2,1
2021-07-24,17,3,1
2021-06-03,8,4,1
2020-04-02,9,5,1
2021-09-04,28,2,2
2021-08-25,27,1,1
2021-10-14,100,1,1
2021-05-13,89,5,1
2021-11-05,91,2,1
2021-11-23,68,1,1
2021-02-07,10,3,1
2020-04-14,65,1,1
2020-04-18,47,2,3
2020-03-24,93,1,1
2021-05-08,68,2,3
2021-02-24,24,3,2
2021-06-19,4,3,1
2020-09-04,69,5,2
2021-05-23,54,5,2
2021-11-10,38,5,1
2021-06-25,25,3,1
2020-07-03,47,4,4
2020-09-28,31,2,2
2021-03-18,9,1,4
2020-01-10,17,4,3
2020-03-28,15,3,2
2021-02-10,57,1,1
2021-11-11,13,4,4
2021-05-29,49,4,2
2020-03-05,90,4,2
2021-01-03,35,2,2
2021-11-04,4,3,1
2020-06-16,65,5,2
2021-01-24,64,3,4
2021-08-14,74,1,1
2021-03-27,2,3,1
2021-06-02,67,2,2
2020-05-03,12,5,1
2020-10-09,6,1,1
2020-03-09,59,1,1
2020-07-15,94,4,4
2021-08-13,87,3,2
2021-04-21,29,2,3
2020-08-05,74,1,1
2021-07-23,62,1,2
2021-04-18,49,3,1
2021-08-05,10,2,1
2020-07-26,24,2,2
2020-10-21,20,3,1
2021-08-18,66,5,1
2020-05-13,10,1,2
2021-03-18,2,5,1
2021-08-17,10,5,3
2021-09-01,28,1,1
2020-05-16,1,2,1
2021-10-18,27,2,1
2021-05-21,25,4,3
2021-10-05,73,3,1
2020-09-04,43,1,2
2020-07-30,39,1,2
2020-02-16,97,1,1
2020-10-25,40,3,1
2021-06-11,48,2,3
2021-03-18,46,3,2
2020-10-21,28,1,3
2021-10-10,59,5,1
2021-07-23,60,2,1
2021-11-28,4,5,1
2020-07-25,3,2,1
2021-09-05,29,5,2
2021-08-17,69,1,1
2021-03-19,23,1,1
2020-11-14,88,1,2
2021-01-23,49,2,1
2020-04-06,61,1,1
2020-04-18,22,1,3
2021-02-17,86,1,1
2021-11-07,32,4,1
2020-02-14,85,2,1
2021-09-11,22,1,1
2021-09-29,42,3,1
2020-04-24,73,2,2
2020-07-24,47,3,1
2020-05-16,62,1,1
2020-11-25,65,5,1
2020-09-01,29,2,1
2020-09-25,49,3,1
2020-04-12,62,1,3
2020-09-07,79,5,2
2020-05-23,28,1,1
2020-12-01,51,1,1
2021-02-16,66,1,3
2020-05-18,30,1,2
2021-03-10,66,4,1
2020-04-25,45,2,1
2021-09-26,67,3,1
2020-07-24,59,4,1
2020-05-01,96,3,1
2020-12-13,98,5,1
2020-02-17,8,1,1
2021-04-24,81,3,2
2021-07-24,9,4,1
2021-11-12,11,3,1
2020-08-24,94,4,2
2021-01-29,81,2,2
2021-01-30,23,2,4
2021-01-03,38,1,1
2020-03-01,45,4,1
2021-09-13,100,2,2
2020-12-05,28,1,1
2021-06-17,21,3,2
2021-11-18,56,3,1
2020-08-17,8,3,2
2021-07-03,20,4,1
2021-04-02,91,3,1
2021-02-03,35,4,3
2021-05-13,30,4,2
2021-08-20,78,2,2
2020-12-21,79,3,1
2021-05-29,85,5,1
2021-06-20,29,3,1
2020-03-14,25,4,1
2020-07-09,51,5,4
2020-04-22,38,1,1
2020-10-14,18,3,2
2021-12-22,75,5,2
2020-06-30,83,1,2
2020-09-16,76,2,2
2021-03-09,33,3,2
2020-06-04,94,5,1
2021-03-13,72,4,1
2020-01-29,30,1,2
2021-09-19,46,3,1
2020-07-30,81,1,1
2020-12-31,53,4,2
2021-05-08,50,4,1
2020-10-02,88,2,1
2021-09-29,72,4,1
2020-12-25,64,5,1
2021-06-23,13,4,1
2020-12-03,88,2,2
2020-01-11,96,5,1
2020-08-25,44,4,1
2020-05-24,95,2,2
2020-04-15,98,1,1
2020-03-29,76,1,3
2020-09-27,39,5,4
2020-08-05,82,5,2
2020-11-22,48,2,1
2021-12-08,96,5,3
2020-08-16,77,1,1
2020-09-26,4,4,1
2021-11-02,63,4,1
2021-03-26,98,5,1
2020-05-06,85,2,1
2021-01-17,13,5,3
2021-09-17,77,1,1
2021-04-25,77,1,1
2020-11-23,90,3,1
2020-08-16,89,5,1
2020-06-19,21,1,1
2021-09-19,52,2,2
2021-07-18,52,1,3
2020-04-07,32,4,2
2020-09-24,42,3,2
2021-11-13,97,2,2
2021-01-24,37,5,2
2020-08-14,88,1,1
2020-04-14,60,3,1
2020-12-20,56,3,2
2021-04-16,4,4,1
2021-01-01,76,5,1
2021-08-01,73,2,2
2020-10-09,15,3,1
2021-11-23,47,2,3
2021-04-15,48,1,1
2021-07-31,21,1,3
2021-09-19,62,5,1
2020-09-06,79,1,1
2020-04-21,87,4,1
2021-12-26,64,3,1
2020-05-17,72,3,2
2020-01-05,53,5,1
2020-07-15,2,1,2
2020-04-17,90,5,1
2021-03-20,92,2,2
2021-11-26,31,4,1
2021-03-14,1,1,1
2021-05-04,21,1,1
2021-09-02,8,1,1
2021-08-24,38,1,1
2020-12-31,72,5,1
2021-05-23,31,5,1
2020-02-29,86,2,2
2020-01-05,6,3,2
2020-05-25,14,5,1
2021-07-09,19,3,1
2021-02-22,19,4,1
2020-11-12,71,3,4
2020-12-20,13,2,1
2021-04-07,68,3,1
2020-07-08,90,4,1
2020-07-12,8,3,1
2021-05-01,8,4,3
2021-04-02,69,5,1
2021-07-25,45,5,1
2021-09-25,4,5,3
2020-10-14,15,2,1
2021-03-22,11,3,4
2021-01-22,81,1,1
2021-03-29,65,4,1
2020-08-12,73,2,2
2020-06-23,87,1,1
2021-05-08,41,1,2
2020-04-25,10,3,1
2021-11-15,81,2,3
2020-02-23,16,1,1
2021-04-27,90,1,2
2021-03-06,42,4,1
2021-10-03,27,3,1
2021-07-28,12,5,2
2020-01-17,81,4,2
2020-03-30,28,5,2
2021-09-04,16,2,2
2020-06-28,37,5,1
2020-08-15,52,3,1
2020-10-11,70,4,1
2020-01-30,87,2,1
2020-08-08,52,4,1
2021-07-03,79,1,1
2021-05-31,75,5,1
2020-10-26,42,1,1
2020-05-14,94,3,1
2021-08-29,66,3,1
2020-05-09,88,1,1
2020-01-16,31,3,1
2021-02-13,12,1,3
2020-12-13,47,4,2
2021-12-11,24,4,1
2021-02-13,50,3,4
2020-07-13,27,1,3
2021-10-17,54,4,1
2020-04-05,60,2,1
2020-12-26,47,5,2
2020-06-10,89,2,1
2020-03-13,73,2,1
2021-11-18,60,2,1
2020-03-18,15,4,1
2020-12-05,24,5,1
2021-10-19,34,2,1
2020-04-05,36,4,3
2020-07-13,16,3,3
2021-04-06,78,4,1
2021-08-21,71,4,3
2021-09-01,27,4,2
2020-07-24,97,5,2
2021-04-20,54,5,4
2021-08-29,45,5,1
2021-08-23,1,4,1
2021-08-30,54,3,1
2021-12-30,20,3,2
2020-02-27,1,1,1
2020-11-21,51,1,2
2021-09-12,39,4,1
2020-04-11,43,5,2
2021-03-16,52,5,2
2020-02-12,72,2,1
2021-09-18,43,5,1
2020-07-25,78,3,2
2021-09-01,64,4,1
2021-01-10,61,4,1
2021-10-13,37,5,1
2020-04-27,4,3,3
2020-01-07,11,4,3
2021-01-01,25,5,1
2020-06-12,35,4,4
2021-12-20,93,5,1
2020-08-04,47,5,1
2020-08-31,64,1,3
2020-10-04,41,2,1
2020-11-01,52,1,1
2020-07-06,17,4,1
2021-12-30,71,2,3
2020-10-17,24,3,1
2021-09-26,32,1,1
2020-12-20,59,4,2
2020-02-08,30,3,2
2021-06-13,71,5,1
2020-03-30,70,4,1
2021-08-20,18,5,1
2020-02-02,12,3,1
2020-09-02,29,1,1
2020-04-26,52,5,1
2021-11-13,38,5,3
2020-12-29,11,4,1
2020-07-14,93,2,2
2020-05-13,57,5,1
2020-08-07,49,1,1
2021-10-23,87,5,2
2020-05-02,83,2,1
2020-02-04,38,5,4
2020-03-07,84,4,1
2021-03-26,87,5,4
2020-11-28,71,2,1
2021-03-03,80,1,1
2021-11-30,78,1,1
2021-03-02,62,5,1
2020-11-14,51,3,2
2020-05-16,84,4,1
2020-09-05,67,2,1
2021-03-07,45,5,1
2020-05-27,82,2,1
2021-01-04,76,5,1
2020-02-04,26,5,1
2021-12-26,19,2,2
2021-11-29,28,3,1
2020-05-05,26,3,1
2021-04-27,38,5,2
2020-11-05,28,3,1
2021-07-11,55,5,1
2020-03-05,64,3,2
2020-12-17,18,1,2
2021-04-10,47,3,1
2020-02-19,91,3,2
2020-04-18,21,2,1
2021-08-11,20,5,3
2021-06-20,41,3,1
2021-07-03,75,2,3
2020-08-12,18,1,1
2020-06-01,98,1,1
2021-10-02,97,2,1
2021-03-14,89,5,1
2020-01-21,96,1,1
2020-09-30,73,4,2
2021-06-04,26,4,1
2020-05-22,52,5,1
2020-04-04,67,1,1
2020-09-23,42,5,1
2020-05-09,60,5,3
2020-07-24,69,1,1
2020-07-01,2,1,2
2021-12-07,82,3,2
2021-12-26,83,1,1
2020-08-04,35,1,2
2021-09-03,83,1,1
2020-04-20,51,2,1
2021-05-14,17,5,3
2021-07-01,24,2,3
2020-10-11,55,1,2
2020-04-24,28,3,1
2020-07-07,90,5,2
2020-07-09,68,3,3
2020-08-24,27,1,1
2020-08-17,87,1,2
2020-10-24,50,4,1
2021-11-17,14,5,3
2020-01-24,82,2,1
2021-05-12,70,3,2
2020-09-03,3,5,1
2021-05-02,32,4,1
2020-01-01,79,4,1
2021-05-16,31,5,1
2020-11-05,78,1,1
2020-04-02,61,5,2
2021-09-25,43,1,1
2021-01-24,89,5,1
2021-03-23,37,1,1
2021-11-27,100,2,1
2020-03-22,59,1,2
2021-04-08,88,1,1
2020-01-18,43,5,1
2020-06-30,98,2,1
2020-03-11,7,2,1
2021-05-08,29,5,1
2021-06-04,76,2,1
2021-11-21,20,3,1
2021-01-03,47,3,1
2021-11-27,99,5,3
2021-05-13,98,1,4
2020-05-01,14,1,2
2021-03-15,56,3,1
2021-04-21,65,3,1
2021-06-11,61,2,1
2021-11-23,79,2,1
2020-01-16,19,2,1
2020-05-04,12,1,2
2021-03-13,58,3,1
2020-02-14,23,2,1
2020-04-06,55,3,3
2021-09-22,29,2,2
2021-08-01,34,1,3
2021-09-08,14,4,2
2020-04-12,90,2,2
2020-05-05,97,2,4
2021-12-21,59,2,1
2021-09-30,71,5,1
2020-08-02,63,2,1
2020-06-24,38,1,1
2021-02-27,97,1,1
2020-05-09,62,1,1
2020-09-29,94,2,2
2021-10-22,29,2,1
2020-03-22,14,1,1
2021-02-07,47,3,1
2020-07-23,15,4,1
2021-06-14,26,1,2
2020-05-10,42,3,1
2021-10-04,55,2,1
2020-05-08,10,2,1
2021-05-01,16,4,1
2020-08-20,26,2,1
2020-10-27,67,4,1
2021-04-03,30,1,3
2021-08-12,98,4,1
2021-07-31,87,5,2
2020-09-10,2,4,3
2021-07-11,12,2,3
2020-08-25,64,4,1
2020-02-20,96,3,1
2020-05-22,69,5,1
2020-09-27,70,1,1
2020-12-29,34,1,2
2021-05-30,98,2,2
2020-07-15,12,1,2
2021-01-26,11,1,2
2021-10-12,100,2,2
2020-04-21,93,2,1
2021-10-22,94,4,3
2020-05-14,26,5,1
2021-03-21,17,3,2
2021-07-16,72,5,1
2020-02-26,88,1,1
2020-10-24,52,2,1
2020-01-25,98,1,1
2020-12-08,64,1,2
2021-06-13,98,4,1
2021-02-05,88,5,3
2020-11-04,52,1,4
2020-07-04,33,5,2
2020-10-01,54,1,1
2021-06-29,8,2,3
2020-01-05,54,5,1
2021-11-28,76,2,1
2020-09-14,7,2,3
2020-07-22,40,4,2
2021-01-31,74,4,2
2021-11-23,15,2,1
2020-02-09,99,4,2
2021-07-30,26,5,1
2020-08-08,91,5,1
2020-05-23,68,5,1
2020-10-26,97,4,1
2020-04-08,98,5,1
2021-08-12,38,4,2
2020-11-02,15,5,1
2020-06-30,12,4,3
2020-10-07,98,4,2
2021-05-24,98,1,1
2021-02-28,50,4,1
2021-08-10,98,2,1
2021-12-30,91,3,1
2020-07-17,49,3,1
2021-12-28,90,1,2
2021-06-22,64,4,1
2021-05-17,76,5,1
2020-02-13,87,5,1
2020-06-13,17,2,2
2021-02-06,18,4,1
2020-01-19,7,1,1
2021-08-02,66,5,1
2020-02-11,69,2,1
2020-12-23,51,5,1
2020-03-18,85,1,1
2020-03-09,62,4,2
2021-11-08,19,4,1
2021-01-12,95,1,3
2020-05-06,87,4,1
2021-05-31,18,1,1
2020-08-24,21,3,1
2020-02-24,44,5,3
2020-07-16,77,1,3
2020-04-27,42,3,1
2020-01-17,2,4,2
2021-02-27,25,5,1
2020-01-14,42,1,2
2020-07-28,88,3,1
2020-10-14,15,4,1
2020-07-29,20,1,1
2020-04-18,47,3,1
2020-04-12,18,3,2
2021-02-05,59,1,3
2021-05-08,51,3,1
2021-02-01,4,4,1
2021-02-15,78,4,1
2020-11-06,88,1,1
2021-11-27,5,4,1
2020-11-22,95,3,2
2021-05-17,34,2,1
2020-11-09,34,4,2
2021-02-19,86,2,1
2021-05-23,48,1,2
2020-05-17,17,4,1
2020-10-03,4,3,1
2020-11-19,40,3,1
2021-09-11,77,4,2
2020-05-20,17,4,1
2020-12-20,2,1,2
2020-03-06,43,3,2
2021-01-01,67,3,2
2020-01-13,53,5,2
2020-04-29,57,5,1
2020-04-26,34,3,1
2021-08-09,66,1,1
2021-06-15,50,1,1
2021-01-29,23,3,2
2020-08-01,79,4,1
2020-02-21,5,2,2
2021-04-23,79,2,1
2020-08-12,35,2,3
2021-04-08,92,5,1
2020-05-07,47,5,1
2020-06-27,3,5,3
2020-01-21,46,2,1
2021-12-05,35,4,4
2021-08-18,51,2,2
2020-03-16,85,1,1
2021-01-23,61,5,2
2020-08-17,26,5,1
2020-05-02,16,5,1
2020-07-26,21,2,2
2021-03-31,71,5,1
2020-09-27,10,5,2
2020-03-24,37,1,2
2021-09-05,38,5,1
2020-03-13,91,5,1
2020-08-08,7,2,1
2020-05-08,42,4,1
2021-09-28,53,2,1
2021-01-02,65,1,1
2020-04-26,94,1,1
2020-08-03,45,2,1
2021-06-19,35,4,1
2020-08-30,16,1,1
2021-04-27,75,2,4
2020-10-23,87,3,1
2021-12-16,26,1,1
2021-08-13,71,4,1
2020-07-06,30,4,1
2021-10-01,88,3,2
2020-12-22,36,4,3
2020-06-29,80,1,1
2021-01-18,47,5,1
2021-08-19,60,3,2
2021-07-14,48,3,2
2021-05-28,83,3,3
2021-10-17,29,4,1
2020-12-02,32,2,3
2021-10-10,100,4,3
2020-05-22,42,5,2
2021-03-16,80,3,2
2020-11-15,82,2,1
2021-07-23,57,5,1
2021-08-01,76,5,2
2021-11-27,9,2,1
2021-05-29,25,3,1
2020-10-26,87,1,1
2020-06-20,47,2,1
2021-09-13,44,2,2
2021-11-13,34,5,1
2021-01-31,57,5,1
2021-12-16,66,3,2
2021-10-19,52,4,3
2021-11-29,30,2,1
2020-11-24,25,3,1
2021-12-19,83,3,1
2020-01-26,83,2,1
2021-06-07,92,5,2
2020-09-25,23,1,1
2020-04-26,16,5,4
2021-10-27,38,2,3
2021-02-28,74,1,1
2020-05-29,26,4,2
2021-03-30,89,5,1
2020-09-07,52,2,3
2020-02-03,3,2,4
2021-03-07,19,3,1
2020-11-24,5,3,1
2021-08-28,1,3,1
2020-11-28,37,5,1
2020-01-24,100,3,2
2021-05-10,60,2,3
2021-10-25,38,3,1
2021-06-24,78,1,1
2021-01-13,44,4,1
2021-11-10,3,4,2
2020-03-09,66,1,1
2020-06-22,92,4,1
2020-12-08,27,3,1
2020-12-06,61,4,2
2020-01-26,67,1,1
2020-01-13,48,1,1
2020-10-17,5,2,2
2020-07-23,54,3,2
2020-06-09,50,4,1
2021-05-12,77,5,1
2021-08-23,96,4,1
2021-05-12,50,5,4
2021-06-10,63,5,1
2020-10-31,4,2,1
2020-11-06,90,2,1
2020-06-01,23,1,1
2020-07-04,20,3,2
2021-03-15,23,1,2
2021-06-13,32,5,2
2021-06-14,99,5,1
2021-02-03,94,1,1
2021-06-07,21,2,1
2020-10-14,88,3,2
2020-03-06,53,5,1
2020-04-12,1,5,1
2021-09-25,59,5,1
2021-02-23,24,5,1
2020-01-25,82,2,3
2020-05-16,64,4,2
2020-03-26,53,4,1
2021-02-06,31,3,1
2021-09-10,2,4,1
2020-06-14,90,3,1
2021-07-15,74,3,4
